,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9
4938,-0.15,0.3,-0.46,3.19,6.48,2.82,4.89,0.26,0.12,0.72,5.24,-0.35,2.53,6.97,1.86,1.87,0.14,2.55,0.32,1.41
4939,-0.04,3.11,-0.02,4.48,4.09,2.77,1.01,-0.64,-0.18,0.63,5.12,2.82,4.0,7.06,0.55,0.53,-0.07,-0.76,2.84,-0.19
4940,0.84,0.72,3.03,4.24,4.26,2.06,1.14,1.88,-0.27,-0.19,0.15,4.41,4.15,2.67,3.56,0.22,1.83,0.51,-0.24,-0.96
4941,0.05,1.58,0.3,4.3,0.14,2.17,0.81,3.18,1.53,0.02,0.06,7.1,2.78,0.44,2.04,1.63,0.31,-0.09,-0.01,-0.24
4942,0.73,1.58,0.3,4.3,2.17,4.14,0.81,3.18,0.54,0.02,1.51,7.1,2.78,0.44,2.04,1.63,0.31,0.14,1.69,-0.01
4943,0.21,2.56,0.17,0.19,1.17,0.3,0.71,-0.11,0.92,-0.35,2.68,3.05,0.58,1.02,4.86,2.87,3.32,3.51,1.04,2.49
4944,6.37,-0.46,3.19,6.48,4.89,2.82,-0.27,0.12,-0.54,0.6,3.67,1.06,-0.35,6.97,0.32,1.87,0.14,2.55,0.66,1.41
4945,5.74,3.11,4.48,3.16,4.09,2.77,1.01,-0.02,-0.18,0.63,2.67,2.82,4.0,7.06,-0.07,0.53,2.84,-0.76,0.32,-0.19
4946,-0.08,0.72,3.03,4.24,4.26,2.06,1.14,0.34,0.35,-0.19,4.79,4.41,4.15,2.67,3.56,0.22,1.83,0.51,-0.29,-0.96
4947,1.21,2.49,3.05,1.02,4.86,3.51,2.87,3.32,1.05,0.31,8.49,0.72,3.03,4.24,4.26,2.06,1.88,1.14,-0.27,-0.19
4948,4.63,3.11,4.48,2.77,3.16,4.09,1.01,-0.02,-0.18,0.63,4.14,-0.46,3.19,6.48,4.89,2.82,-0.27,0.12,-0.54,0.6
4949,2.45,-0.9,4.0,7.06,0.55,1.02,-0.07,0.32,-0.76,-0.19,0.33,1.06,2.53,6.97,1.86,0.32,1.87,0.14,2.55,1.41
4950,0.4,7.1,2.78,0.44,2.04,1.63,0.31,-0.09,1.69,-0.31,1.21,2.56,3.29,0.19,0.17,1.17,0.3,-0.11,0.54,0.92
4951,0.02,1.58,0.3,4.3,2.17,4.14,-0.22,3.18,1.53,0.02,2.41,4.41,4.15,2.67,3.56,0.22,1.83,0.51,-0.72,-0.96
4952,0.48,2.49,0.58,1.02,4.86,3.05,2.87,3.51,3.32,1.04,3.52,0.72,1.58,4.24,3.03,2.06,1.88,0.34,-0.27,-0.19
4953,4.43,7.1,2.78,0.44,2.04,-0.09,0.51,-0.31,1.69,-0.01,2.91,2.56,3.29,0.19,0.17,1.17,0.3,0.71,-0.11,0.92
4954,1.92,1.58,2.17,4.3,6.83,4.14,0.3,3.18,0.54,0.02,-0.24,1.83,-1.47,2.67,3.56,0.22,-0.05,-0.68,-0.24,-0.96
4955,1.0,3.11,4.48,2.77,3.16,1.01,-0.02,0.63,-0.18,-0.37,2.74,0.16,-0.27,6.48,4.89,3.19,0.12,-0.46,0.72,0.6
4956,5.51,-0.35,2.53,6.97,0.32,1.86,1.87,0.14,2.55,1.41,0.75,7.1,2.78,0.44,2.04,1.63,0.31,-0.09,0.14,-0.24
4957,0.02,2.49,3.05,4.86,3.51,1.02,2.87,3.32,1.04,0.58,0.48,1.58,2.17,4.3,6.83,4.14,0.3,3.18,0.54,0.02
4958,0.49,2.56,3.29,0.19,-0.43,1.17,-0.4,0.92,0.54,-0.26,4.44,4.41,4.15,2.67,3.56,0.22,1.83,0.51,-1.47,-0.96
4959,-0.21,0.72,1.58,3.03,4.26,2.06,1.88,0.34,-0.27,-0.19,1.79,-0.46,0.12,3.19,6.48,4.89,-0.27,2.82,0.72,0.6
4960,-0.34,2.56,3.29,0.19,1.17,0.17,0.3,-0.11,0.71,0.92,0.15,4.41,4.15,2.67,3.56,0.22,1.83,0.51,-1.47,-0.68
4961,3.79,2.56,3.29,0.19,-0.43,0.3,-0.26,0.54,0.92,-0.35,-0.36,4.41,-0.24,1.83,3.56,0.22,-0.68,-0.72,-0.24,-0.96
4962,5.24,1.06,2.53,6.97,0.32,1.87,0.01,0.14,0.67,2.55,2.14,7.1,2.78,0.44,2.04,1.63,0.31,0.14,1.69,-0.09
4963,4.49,-0.35,2.53,6.97,0.32,0.01,0.1,0.14,2.55,1.41,0.84,0.72,3.03,4.24,4.26,1.58,1.88,0.34,0.35,-0.19
4964,4.82,7.1,2.78,0.44,2.04,1.63,0.31,-0.31,1.69,-0.09,-0.15,4.3,0.02,2.17,6.83,4.14,0.81,3.18,1.53,1.58
4965,5.74,0.7,4.48,2.77,3.16,1.01,-0.02,-0.1,-0.37,0.63,0.21,2.56,3.29,0.19,0.17,1.17,0.3,-0.11,0.71,0.92
4966,6.37,-0.46,-0.27,3.19,6.48,2.82,4.89,0.12,0.26,0.6,5.12,2.82,4.0,7.06,0.55,0.53,-0.07,-0.9,2.84,-0.19
4967,3.67,-0.35,2.53,6.97,1.86,0.32,1.87,0.14,2.55,1.41,8.49,0.72,3.03,4.24,4.26,1.58,0.34,1.88,-0.19,0.35
4968,1.51,7.1,2.78,0.44,0.14,1.63,-0.09,-0.31,0.51,-0.24,4.78,2.49,3.05,1.02,4.86,3.51,3.32,2.87,1.05,0.58
4969,1.0,0.7,4.48,2.77,3.16,1.01,-0.02,-0.64,-0.37,0.63,1.21,2.56,3.29,0.19,-0.43,1.17,0.3,-0.26,0.54,0.92
4970,4.14,-0.46,0.11,3.19,4.89,2.82,-0.27,0.12,-0.54,0.6,2.67,2.82,4.0,7.06,0.55,0.53,-0.07,-0.9,2.84,-0.19
4971,2.88,2.53,-0.47,6.97,1.87,0.32,1.86,2.55,0.67,1.41,3.52,0.72,3.03,4.24,4.26,1.58,1.88,0.34,-0.27,-0.19
4972,4.43,7.1,2.78,0.44,2.04,1.63,-0.09,-0.31,1.69,0.51,2.68,2.49,3.05,3.32,4.86,3.51,1.02,2.87,1.04,0.01
4973,4.63,3.11,4.48,2.77,3.16,1.01,-0.02,0.7,0.63,-0.37,2.91,2.56,0.17,0.19,0.3,1.17,-0.17,0.71,-0.11,0.92
4974,2.74,0.3,0.12,3.19,6.48,4.89,2.82,-0.27,0.72,-0.52,2.45,2.82,4.0,7.06,0.55,1.02,-0.07,-0.76,2.84,-0.19
4975,-0.15,0.3,0.12,3.19,6.48,4.89,2.82,-0.27,0.72,-0.52,0.34,0.72,3.03,4.24,4.26,1.58,0.34,1.88,1.14,-0.19
4976,0.4,7.1,2.78,0.44,2.04,1.63,0.31,-0.09,1.69,-0.31,1.21,2.49,3.05,1.02,4.86,3.51,2.87,3.32,1.04,0.58
4977,2.46,2.82,4.0,7.06,0.55,-0.07,0.53,-0.9,-0.01,-0.19,1.59,3.11,4.48,2.77,3.16,4.09,1.01,-0.02,-0.21,0.63
4978,-0.33,2.56,3.29,0.19,-0.43,1.17,0.3,-0.11,0.71,-0.32,0.33,2.53,2.55,6.97,1.86,0.32,-0.47,1.87,0.67,1.41
4979,-0.13,2.82,4.0,7.06,-0.07,0.53,0.55,-0.76,0.32,-0.19,3.17,3.11,4.48,2.77,4.09,3.16,0.7,-0.02,0.15,0.63
4980,3.79,2.56,3.29,0.19,-0.43,1.17,0.3,-0.26,0.54,0.92,-0.08,0.72,3.03,4.24,4.26,1.58,0.34,1.14,-0.27,-0.19
4981,5.43,4.3,-0.34,6.83,2.17,4.14,0.3,3.18,1.53,1.58,0.86,2.49,3.05,1.02,4.86,3.51,2.87,3.32,1.05,0.58
4982,0.75,7.1,2.78,0.44,2.04,1.63,0.31,-0.09,0.14,1.69,1.79,0.3,-0.27,3.19,6.48,4.89,2.82,0.12,0.72,-0.52
4983,4.79,4.41,4.15,2.67,3.56,0.22,1.83,-0.68,-1.47,-0.96,5.24,2.53,2.55,6.97,1.86,0.32,0.67,0.14,0.7,-0.35
4984,1.92,2.82,4.0,0.53,-0.07,-0.76,0.55,-0.9,2.84,0.38,0.35,3.11,0.7,4.48,2.77,1.01,-0.64,-0.21,-0.37,-0.02
4985,5.12,2.82,4.0,7.06,-0.07,0.53,0.55,-0.76,0.32,-0.19,5.74,3.11,4.48,3.16,4.09,2.77,1.01,-0.02,0.7,0.63
4986,4.44,4.41,4.15,2.67,3.56,0.22,1.83,0.51,-1.47,-0.68,4.49,2.53,2.55,6.97,1.86,0.32,0.14,-0.35,1.87,1.41
4987,-0.34,2.56,-0.06,0.17,-0.43,-0.17,-0.4,-0.26,-0.13,-0.32,0.84,0.72,3.03,4.24,4.26,1.58,1.14,1.88,0.39,0.35
4988,1.92,4.3,2.17,6.83,4.14,0.3,3.18,-0.34,1.53,1.58,0.02,2.49,3.05,1.02,4.86,3.51,2.87,3.32,1.04,0.31
4989,2.14,7.1,-0.31,2.78,2.04,1.63,0.31,-0.09,0.51,-0.24,6.37,-0.52,-0.27,2.82,6.48,3.19,4.89,0.12,0.6,-0.54
4990,0.21,2.56,3.29,0.19,-0.43,1.17,0.3,-0.11,0.71,0.92,-0.05,0.72,1.58,4.24,4.26,3.03,1.88,0.34,1.14,0.39
4991,0.48,1.58,2.17,6.83,4.14,0.3,3.18,1.12,0.54,0.81,4.78,2.49,3.05,1.02,4.86,3.51,3.32,0.11,1.05,0.58
4992,4.82,7.1,-0.31,2.78,0.44,1.63,0.31,0.44,1.69,0.51,0.05,-0.52,4.89,3.19,6.48,2.82,-0.27,0.12,0.72,0.16
4993,2.67,2.82,4.0,7.06,0.55,0.53,0.32,-0.9,-0.76,-0.19,1.51,7.1,2.78,0.44,2.04,1.63,-0.31,-0.09,1.69,0.51
4994,8.49,0.72,1.58,4.24,4.26,3.03,1.88,1.14,0.35,-0.19,1.0,3.11,4.48,3.16,4.09,2.77,1.01,-0.02,0.7,0.63
4995,3.67,2.53,2.55,6.97,1.86,0.32,-0.01,1.87,-0.35,1.41,4.14,0.3,-0.52,3.19,6.48,4.89,2.82,-0.27,0.72,0.6
4996,-0.15,4.3,2.17,6.83,4.14,0.3,3.18,-0.01,1.53,1.58,1.21,2.56,3.29,0.19,-0.43,1.17,0.3,-0.11,0.71,0.92
4997,2.45,2.82,4.0,7.06,-0.07,0.53,1.02,0.32,-0.76,-0.9,4.43,7.1,1.63,2.78,2.04,-0.31,0.31,0.44,1.69,0.51
4998,2.74,0.3,-0.27,3.19,6.48,4.89,2.82,0.6,0.72,-0.46,0.73,4.3,0.3,2.17,6.83,4.14,3.18,0.02,0.54,1.58
4999,2.88,2.53,1.87,6.97,1.86,0.32,0.67,-0.35,2.55,1.41,2.91,2.56,3.29,0.19,-0.43,1.17,0.3,-0.11,0.54,0.92
5000,2.46,2.82,4.0,7.06,0.55,0.53,-0.07,1.02,-0.01,-0.76,0.75,7.1,0.44,2.78,2.04,1.63,0.31,-0.09,1.69,-0.31
5001,3.52,0.72,3.03,4.24,4.26,1.58,0.34,1.88,1.14,-0.19,5.43,1.58,0.3,4.3,6.83,2.17,3.18,0.3,0.51,-0.01
5002,2.41,4.41,4.15,2.67,1.83,0.22,0.51,0.22,-0.68,-0.19,0.33,2.56,3.29,0.19,-0.43,1.17,0.3,-0.11,0.92,-0.13
5003,0.34,0.72,3.03,4.24,4.26,1.58,1.88,-0.27,-0.19,0.35,1.92,1.58,0.3,4.3,6.83,2.17,3.18,0.3,0.51,0.02
5004,4.79,4.41,4.15,2.67,1.83,0.22,0.51,0.22,0.03,-1.47,1.21,2.49,3.05,1.02,4.86,3.51,2.87,3.32,1.04,0.31
5005,5.51,-0.35,2.53,6.97,1.86,0.32,-0.01,1.87,2.55,1.41,4.63,3.11,4.48,2.77,4.09,3.16,-0.02,1.01,0.7,0.63
5006,3.79,2.56,3.29,0.19,-0.43,1.17,0.3,-0.26,0.54,0.92,-0.15,0.3,-0.27,3.19,6.48,4.89,2.82,-0.46,0.6,0.72
5007,0.21,2.56,3.29,0.19,-0.43,-0.01,0.3,0.71,-0.26,0.92,1.79,-0.52,-0.27,3.19,6.48,4.89,2.82,0.12,0.72,0.6
5008,2.14,7.1,0.44,2.78,2.04,1.63,0.31,-0.31,1.69,0.51,0.84,0.72,3.03,4.24,4.26,1.58,1.88,1.14,-0.27,-0.19
5009,4.44,4.41,4.15,2.67,1.83,0.22,0.51,0.22,0.03,-0.23,0.02,2.49,0.31,3.05,4.86,2.87,3.51,3.32,1.05,0.58
5010,4.49,-0.35,2.55,6.97,1.86,0.32,-0.01,1.87,0.14,1.41,3.17,3.11,4.48,3.16,4.09,2.77,-0.02,0.15,0.7,0.63
5011,-0.34,2.56,-0.17,1.17,-0.43,-0.06,-0.4,-0.32,-0.13,0.08,6.37,0.16,-0.27,4.89,6.48,3.19,-0.46,0.6,-0.54,-0.24
5012,0.15,4.41,0.22,2.67,1.83,0.22,0.03,-0.56,-1.47,-0.23,4.78,2.49,0.31,1.02,4.86,3.05,3.32,0.11,1.05,0.58
5013,-0.13,1.58,0.3,4.3,6.83,2.17,3.18,0.3,0.54,0.02,5.74,3.11,4.48,3.16,4.09,2.77,-0.02,1.01,0.7,0.63
5014,1.21,2.56,-0.01,1.17,-0.43,0.3,-0.01,-0.26,0.54,0.92,4.14,0.16,-0.27,3.19,6.48,4.89,2.82,0.6,-0.54,-0.3
5015,5.12,2.82,4.0,7.06,-0.07,0.53,0.55,0.1,2.84,-0.9,5.24,2.55,2.53,6.97,1.86,0.32,1.87,-0.01,1.41,1.06
5016,-0.65,7.1,0.24,2.78,2.04,1.63,0.31,-0.09,0.14,-0.24,8.49,0.72,-0.27,4.24,4.26,3.03,1.88,0.35,1.58,-0.19
5017,1.51,7.1,0.44,2.78,2.04,1.63,-0.31,-0.09,1.69,0.51,-0.05,0.72,1.88,4.26,3.03,0.34,1.58,0.39,0.35,0.12
5018,2.68,2.49,0.31,1.02,3.51,3.05,3.32,0.11,1.04,0.58,4.43,7.1,0.44,2.78,2.04,0.31,-0.31,-0.09,1.69,-0.41
5019,2.67,2.82,4.0,7.06,-0.07,0.53,0.55,0.32,0.1,-0.76,0.7,4.41,0.22,2.67,1.83,0.22,0.03,-0.19,-0.56,-0.23
5020,2.45,2.82,4.0,7.06,-0.07,0.53,0.55,1.02,0.32,-0.9,3.52,0.72,1.58,4.24,4.26,3.03,1.88,-0.27,-0.19,0.35
5021,-0.15,1.58,0.3,4.3,6.83,2.17,0.3,3.18,1.53,0.02,2.74,0.16,3.19,6.48,4.89,2.82,-0.27,-0.46,-0.54,0.6
5022,0.75,7.1,0.44,2.78,2.04,1.63,0.31,-0.31,-0.09,-0.24,2.41,4.41,0.22,2.67,1.83,0.22,0.03,0.51,-0.56,-1.47
5023,-0.21,0.72,3.03,4.24,4.26,2.06,1.88,0.35,-0.19,1.14,5.43,1.58,2.17,4.3,6.83,4.14,0.3,3.18,0.51,0.02
5024,2.91,2.56,0.92,1.17,-0.43,-0.01,-0.4,-0.01,0.54,-0.26,1.21,2.49,3.05,4.86,2.87,3.32,0.11,0.31,1.04,-0.41
5025,-0.15,0.3,0.6,3.19,6.48,4.89,2.82,-0.27,-0.54,-0.46,3.67,1.06,2.53,6.97,1.86,1.87,-0.01,0.32,1.41,2.55
5026,1.0,3.11,4.48,3.16,4.09,2.77,-0.02,1.01,0.7,0.63,2.46,2.82,4.0,7.06,-0.07,0.53,0.55,0.1,-0.01,-0.76
5027,4.82,7.1,0.44,2.78,2.04,1.63,0.31,0.51,1.69,-0.31,4.79,0.22,-0.96,2.67,1.83,0.22,0.03,-0.19,-0.24,-0.23
5028,1.79,0.3,0.6,3.19,6.48,4.89,2.82,-0.27,-0.46,0.72,5.51,1.06,2.53,6.97,1.86,1.87,2.55,-0.01,0.32,1.41
5029,0.05,0.3,0.6,3.19,6.48,4.89,0.26,-0.46,-0.54,-0.24,4.49,1.06,2.53,6.97,1.86,0.32,1.87,-0.01,-0.35,1.41
5030,0.84,0.72,3.03,4.24,4.26,2.06,1.88,1.14,-0.19,0.35,1.92,4.3,3.18,6.83,4.14,0.3,2.17,0.02,1.53,1.58
5031,3.79,2.56,0.92,1.17,-0.43,-0.01,-0.4,-0.01,-0.13,-0.26,0.86,2.49,0.58,1.02,4.86,3.05,3.32,0.11,0.15,-0.41
5032,2.14,7.1,0.24,2.78,2.04,1.63,0.31,0.51,1.69,-0.31,4.44,0.22,-0.68,2.67,1.83,0.22,0.03,0.51,-0.56,-0.23
5033,1.51,7.1,0.44,2.78,1.63,0.31,-0.09,0.14,1.69,-0.31,4.78,2.49,0.58,4.86,3.05,3.32,-0.48,0.11,0.31,1.05
5034,0.3,0.72,3.03,4.24,4.26,2.06,1.14,1.88,-0.19,0.35,0.21,2.56,0.92,1.17,-0.43,-0.01,-0.4,0.71,-0.26,-0.17
5035,5.24,1.06,2.53,6.97,1.86,0.32,1.87,2.55,0.14,1.41,1.92,2.82,4.0,7.06,-0.07,0.53,0.55,0.1,2.84,-0.76
5036,3.17,3.11,4.48,2.77,3.16,4.09,-0.64,1.01,0.7,-0.02,6.37,0.3,0.6,3.19,6.48,2.82,-0.27,-0.46,-0.54,-0.3
5037,2.88,-0.35,2.53,6.97,1.86,0.32,1.87,2.55,-0.01,1.41,-0.13,4.3,2.17,6.83,4.14,0.3,3.18,1.68,1.53,1.58
5038,4.43,7.1,0.44,2.78,2.04,0.44,0.31,-0.09,1.69,-0.41,2.68,4.86,3.05,1.02,3.51,3.32,2.49,0.11,1.04,0.31
5039,5.74,3.11,4.48,2.77,3.16,4.09,1.01,0.63,0.7,-0.02,4.14,0.3,0.6,3.19,6.48,4.89,2.82,-0.27,-0.54,-0.46
5040,5.12,2.82,4.0,7.06,-0.07,0.53,0.55,0.1,2.84,-0.76,1.21,2.56,0.92,1.17,-0.43,-0.01,-0.4,0.54,-0.01,-0.26
5041,3.52,0.72,3.03,4.24,4.26,2.06,1.14,-0.19,0.35,1.88,0.15,0.22,0.03,2.67,1.83,0.22,0.51,-0.56,-1.47,-0.72
5042,4.49,-0.35,2.53,6.97,1.86,0.32,1.87,2.55,-0.01,1.41,4.63,3.11,4.48,2.77,3.16,4.09,1.01,0.63,0.7,-0.18
5043,0.16,2.02,0.78,2.24,1.72,0.19,-0.56,0.14,-0.36,-0.17,1.77,2.24,-0.37,1.39,1.7,0.96,1.13,0.57,-0.45,-0.51
5044,4.32,2.62,3.45,3.52,2.7,-0.35,-0.41,3.09,0.05,-0.27,5.08,1.79,-0.1,1.56,2.86,0.49,-1.06,-0.2,-0.42,-0.36
5045,2.51,-0.26,1.43,4.54,-0.07,-1.36,-0.44,-0.38,-0.14,-0.47,0.06,1.13,1.44,2.97,0.24,2.45,1.31,0.84,-0.2,0.59
5046,2.51,1.95,-0.02,2.61,2.06,1.38,2.36,-0.43,0.29,-0.35,2.46,0.35,3.66,2.16,3.94,0.41,0.47,-0.34,0.44,1.01
5047,3.49,-0.34,3.04,1.75,1.05,1.9,-0.45,2.63,-0.3,0.49,4.83,-0.3,2.26,4.61,1.02,-0.38,0.56,-0.04,0.57,-0.11
5048,0.5,2.02,0.78,2.24,1.72,0.19,-0.56,-0.22,-0.17,-0.42,0.87,2.24,-0.37,1.39,1.7,0.96,1.13,-0.45,0.57,-0.51
5049,0.66,2.62,3.45,3.52,2.7,-0.35,0.22,3.09,0.05,-0.27,0.68,-0.2,1.56,1.79,2.86,-0.35,0.49,-1.06,-0.42,-0.18
5050,3.21,1.43,-0.38,4.54,-0.07,-1.36,-0.19,0.05,1.49,0.7,2.0,1.13,1.44,2.97,0.24,2.45,1.31,0.84,-0.2,0.59
5051,0.57,1.95,-0.35,2.61,2.06,1.38,2.36,-0.43,1.59,-0.4,1.0,0.35,3.66,2.16,3.94,0.41,0.47,-0.34,0.44,1.01
5052,3.81,-1.12,3.04,1.75,1.05,1.9,-0.45,2.63,-0.69,-0.34,3.55,-0.3,2.26,4.61,1.02,-0.38,0.78,0.56,-0.01,-0.11
5053,2.1,1.43,0.7,4.54,-0.07,-1.36,-0.19,0.05,1.49,-0.38,1.59,2.24,-0.37,1.39,1.7,0.96,1.13,-0.36,0.57,-0.51
5054,0.57,-0.34,3.04,1.75,1.05,1.9,-0.45,2.63,-0.3,-0.69,0.69,1.56,0.49,1.79,2.86,-0.38,-1.06,-0.2,-0.42,-0.18
5055,0.21,2.62,3.45,3.52,2.7,-0.35,-0.41,3.09,0.05,-0.27,2.62,1.13,1.44,2.97,0.24,2.45,1.31,0.84,-0.2,0.59
5056,0.72,2.02,0.78,2.24,1.72,0.19,-0.56,0.14,-0.22,0.19,-0.34,3.66,2.16,3.94,0.41,0.47,-0.34,0.35,0.44,1.01
5057,-0.01,1.95,-0.35,2.61,1.38,1.59,-0.02,-0.43,2.36,-0.4,0.91,-0.3,-0.38,4.61,1.02,2.26,0.56,0.78,-0.01,-0.11
5058,0.03,1.43,0.7,4.54,-0.07,-1.36,-0.19,1.55,0.05,-0.38,0.28,2.24,1.13,1.39,1.7,0.96,-0.37,-0.36,0.57,-0.17
5059,1.75,-0.65,3.04,1.75,1.05,1.9,-0.45,2.63,-0.3,0.49,0.37,1.56,0.49,1.79,2.86,-0.1,-1.06,-0.18,-0.42,-0.2
5060,1.28,2.62,3.45,3.52,2.7,-0.35,-0.41,3.09,0.05,-0.27,3.71,1.13,1.44,2.97,0.24,2.45,-0.24,-0.97,1.31,0.59
5061,0.37,2.02,0.78,2.24,1.72,0.19,-0.56,0.14,-0.36,0.19,1.33,1.01,3.66,2.16,3.94,0.47,0.41,0.46,0.23,0.35
5062,-0.02,1.95,-0.35,2.61,1.38,1.59,-0.02,-0.43,2.36,-0.4,1.44,-0.3,-0.38,4.61,1.02,2.26,0.56,0.78,0.57,-0.11
5063,0.02,1.43,0.7,4.54,-0.07,-1.36,1.55,-0.19,1.49,-0.38,-0.15,2.24,1.39,0.96,1.7,-0.19,1.13,-0.45,0.13,-0.45
5064,3.49,-0.34,3.04,1.75,1.05,1.9,-0.45,2.63,-1.12,0.49,0.53,1.56,0.49,1.79,2.86,-1.06,-0.38,-0.2,-0.42,-0.36
5065,0.73,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,-0.16,-0.41,3.38,1.13,1.44,0.24,2.97,-0.2,2.45,1.31,-0.97,0.59
5066,-0.48,2.02,-0.56,2.24,1.72,0.19,-0.22,0.14,-0.27,-0.42,1.2,1.01,3.66,2.16,3.94,0.41,0.47,-0.34,0.44,0.35
5067,1.44,1.95,-0.35,2.61,1.38,1.59,-0.02,-0.43,2.36,-0.4,-0.22,2.26,-0.38,4.61,1.02,0.78,0.56,-0.27,-0.01,-0.11
5068,5.08,1.56,0.49,1.79,2.86,0.96,-1.06,-0.2,-0.42,-0.36,2.51,1.95,-0.35,2.61,1.38,1.59,2.36,-0.43,-0.02,-0.4
5069,2.46,3.66,0.06,2.16,3.94,0.41,0.47,1.31,0.44,1.01,4.32,2.62,0.22,-0.79,3.52,2.7,-0.35,-0.27,0.05,3.45
5070,1.77,1.13,1.39,0.96,1.7,-0.19,-0.37,-0.45,0.09,-0.45,-0.07,-0.65,3.04,1.75,1.05,1.9,-0.45,2.63,-1.12,-0.69
5071,4.83,-0.3,2.26,4.61,1.02,0.78,-0.38,0.56,0.57,-0.11,2.51,1.43,0.7,4.54,-0.07,1.94,-1.36,1.55,0.05,-0.38
5072,0.06,-0.2,1.44,0.24,2.97,0.84,1.31,1.31,-0.24,0.59,0.16,2.02,0.78,2.24,1.72,0.19,-0.56,-0.22,0.14,-0.65
5073,0.68,1.56,0.28,1.79,2.86,0.96,0.49,-1.06,-0.42,-0.18,0.57,1.95,-0.35,2.61,1.59,1.38,2.36,-0.43,-0.22,2.26
5074,-0.12,3.66,1.01,2.16,3.94,0.47,0.41,0.46,0.23,0.35,3.41,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,0.05,0.22
5075,0.87,1.13,1.39,0.96,1.7,2.24,-0.37,0.13,0.57,-0.51,3.81,-0.45,-0.65,3.04,1.75,1.05,1.9,-0.25,-0.3,-0.69
5076,3.55,-0.3,2.26,4.61,1.02,0.78,0.62,-0.38,0.56,-0.11,3.21,0.7,0.32,4.54,-0.07,1.94,-1.36,1.49,-0.26,-0.38
5077,2.0,1.13,-0.2,1.44,0.24,2.45,0.84,-0.97,-0.66,1.31,0.5,2.02,0.78,2.24,1.72,-0.22,-0.56,0.19,0.14,-0.42
5078,0.69,1.56,0.49,1.79,2.86,2.08,0.96,-1.06,-0.44,-0.18,3.56,2.21,1.95,2.61,1.59,1.38,2.36,-0.43,2.26,-0.35
5079,-0.34,3.66,2.16,3.94,0.41,0.47,-0.34,0.35,0.44,1.01,0.66,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,0.05,0.22
5080,1.59,2.24,1.13,1.39,1.7,-0.19,0.57,-0.45,0.13,-0.51,1.97,-0.45,-0.34,3.04,1.75,1.05,1.9,2.63,-0.3,0.49
5081,0.91,-0.3,2.26,4.61,1.02,0.78,0.62,-0.01,0.56,-0.11,-1.35,0.32,0.7,4.54,-0.07,1.94,-1.36,-0.47,-0.38,-0.26
5082,2.62,1.13,-0.2,0.24,1.44,-0.24,0.84,1.31,1.31,-0.66,0.05,2.02,0.78,2.24,1.72,-0.22,-0.56,0.19,0.14,-0.42
5083,0.21,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,0.05,-0.41,-0.01,2.21,1.95,2.61,1.59,1.38,2.36,-0.43,2.26,-0.35
5084,0.37,2.02,0.78,2.24,1.72,-0.22,-0.56,0.19,0.14,-0.42,2.1,-0.26,0.32,4.54,-0.07,1.94,-0.19,0.7,-1.36,-0.11
5085,0.28,1.13,-0.37,1.39,1.7,2.24,-0.36,-0.19,0.57,-0.51,3.71,-0.2,1.44,0.24,2.97,-0.24,2.45,0.84,1.31,0.59
5086,3.49,-0.45,-1.12,3.04,1.75,2.63,1.9,1.05,-0.69,-0.65,1.33,0.35,2.16,3.94,0.47,3.66,0.46,-0.05,0.23,1.01
5087,0.37,1.56,0.49,1.79,2.08,2.86,0.96,-1.06,-0.42,-0.2,1.44,-0.3,2.26,4.61,1.02,0.78,0.62,0.57,0.56,-0.11
5088,1.28,2.62,0.22,-0.79,2.7,-0.35,-0.27,3.09,0.05,3.45,-0.02,2.21,-0.15,2.61,1.59,1.38,2.36,-0.43,2.26,1.95
5089,0.16,2.02,0.78,2.24,1.72,-0.56,0.19,0.19,-0.27,-0.42,0.03,-0.26,0.32,4.54,-0.07,1.94,0.7,-1.36,0.05,-0.11
5090,0.53,1.56,2.86,1.79,2.08,0.96,-1.06,-0.18,-0.42,-0.2,-0.22,-0.3,2.26,4.61,1.02,0.78,0.62,-0.01,0.56,-0.11
5091,4.32,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,0.05,-0.41,2.51,2.21,1.95,2.61,1.38,1.59,-0.43,2.36,2.26,-0.35
5092,-0.48,0.14,-0.56,2.24,1.72,0.19,-0.22,-0.27,-0.42,-0.17,2.51,-0.26,-0.11,4.54,-0.07,1.94,0.7,-1.36,-0.47,0.05
5093,1.77,1.13,-0.37,1.39,1.7,2.24,-0.19,-0.45,0.57,-0.51,3.38,-0.2,1.44,0.24,2.97,1.13,2.45,0.84,1.31,0.59
5094,3.81,-0.45,-1.12,3.04,1.75,2.63,1.9,1.05,-0.65,-0.69,2.46,0.06,2.16,3.94,0.47,0.41,3.66,0.44,1.31,1.01
5095,5.08,1.56,-0.1,1.79,2.08,2.86,0.96,-0.18,-1.06,-0.2,4.83,-0.3,2.26,4.61,1.02,0.78,0.57,-0.38,0.56,-0.11
